,date,time,id,tweet,language,replies_count,retweets_count,likes_count
0,2022-09-01,00:23:41,1565012461299933189,@jazzfan71 @Morning_Joe Monkey pox,en,0,0,0
1,2022-09-01,00:23:32,1565012422041239554,@dailyitem Of course because a new scam is here the monkey pox,en,0,0,0
2,2022-09-01,00:23:27,1565012398712713217,@MairseyDotes @getwillie @BetoORourke Monkeypox can be virtually avoided by less random gay sex - what compassion,en,0,0,0
3,2022-09-01,00:23:18,1565012360930234373,"""An event"" is not how monkey pox is spread. Just don't have sex, man to man",en,0,0,0
4,2022-09-01,00:23:14,1565012345180471296,@BadWeaponTakes To all of you out there don't ask the source I've got a bad feeling trying to get to it will nail you AIDS or Monkeypox,en,0,0,0
5,2022-09-01,00:23:06,1565012312607510528,If only your name rhymed with monkeypox-granting hog's pudding-like doctor 🎵 I'd have a great idea for a song.,en,0,0,0
6,2022-09-01,00:22:49,1565012241686183940,"Covid19, monkeypox, the world is spiraling down the toilet.",en,0,0,0
7,2022-09-01,00:22:37,1565012189374779392,Rt if you got the monkey pox vaccine,en,0,0,0
8,2022-09-01,00:22:33,1565012173017038849,@bluerunner45 @BasedSavannah @TomCottonAR @DrOz N.O. will be Ground Zero for the monkeypox epidemic.,en,0,0,0
9,2022-09-01,00:22:08,1565012068570435587,"@fakecelsexhaver We need to be more concerned abt brainrot than monkeypox and shit, this type of stupidity is frightening",en,0,0,0
10,2022-09-01,00:21:57,1565012024417046534,@yonkmonk07 @TreelotI @MrAstro33 @Danty78156333 @iFireMonkey You do know where monkey pox comes from right yonkmonk?,en,0,0,0
11,2022-09-01,00:21:54,1565012012320673792,@Morning_Joe Fetterman has monkey pox,en,0,0,0
12,2022-09-01,00:21:41,1565011956586659840,@HellsSpawnWorld All of the above would have been next option but you can only add 4 choices. And the monkey pox std isn’t really working like they planned It’s only gay dudes getting it and giving it to their dogs...,en,1,0,0
13,2022-09-01,00:21:31,1565011912592588803,We encourage all attendees to wear a mask where possible and also to be vaccinated against monkey pox.  Please test and check yourself for symptoms before attending - if you need a mask or a test please contact @me_want_c00kie,en,0,0,0
14,2022-09-01,00:21:29,1565011904946470913,@mickitiki Monkey pox,en,0,0,0
15,2022-09-01,00:21:27,1565011896830513156,"If you are looking for good reliable and Ireland specific monkeypox information, as well as details of the new free counselling service for anyone diagnosed with monkeypox, checkout:  https://t.co/4gktYGvDvm  #monkeypox @HIVIreland  https://t.co/av2KNMqJpl",en,0,0,0
16,2022-09-01,00:21:26,1565011893802221569,I’m bout tired of y’all calling me a hoe just to get this monkeypox vaccine,en,0,0,2
17,2022-09-01,00:21:05,1565011806510276608,@SkyNews @AvonandsomerRob Energy is the new terror as Monkeypox didn't take off.  Keep up Sky News.,en,0,0,0
18,2022-09-01,00:20:55,1565011762751148032,@Liberal_TX @NPR You're a Beto supporter....make sue you get your monkeypox vax while you're there.,en,0,0,0
19,2022-09-01,00:20:48,1565011735169449985,Un peu plus de 3500 cas de variole du singe ont été détectés depuis le début de l’épidémie en France. #Monkeypox  https://t.co/lnyjV22ymH,fr,2,1,3
20,2022-09-01,00:20:45,1565011722792046593,@RichardGrenell Monkeypox?,en,0,0,0
21,2022-09-01,00:20:35,1565011677430562818,@Mbul3lo @modern_kd @k1ngk_ @OchoBuckets He having the last laugh because y’all highly infected and laughed in nature’s face. So nature laughed back with monkeypox and drug resistant diseases. Man says aids and so that’s homophobic somehow(because y’all know the stats). Now y’all talking tickets and albums.,en,1,0,0
22,2022-09-01,00:20:22,1565011624011890690,"@BetoORourke You'll never be Govenor, you have monkeypox",en,0,0,0
23,2022-09-01,00:20:14,1565011589547294721,Organizers in the Harris County are seeking to depopulate and reinvest funding into public health for our community. This week the Texas Jail Project reported that Harris County Jail has had their first #monkeypox case. Urgent action is needed!   @TxJailProject  https://t.co/OEFIW9fLdB,en,0,0,0
24,2022-09-01,00:20:13,1565011585885736964,"Yeah I totally saw a bigger cleaner bed on the curb in Brookline and swapped it , which is completely insane with monkeypox and bed bugs and stuff but it looked absolutely pristine and I've never had anything bigger than a twin bed in my life so I was like fuck it bed upgrade",en,1,0,0
25,2022-09-01,00:20:06,1565011559050612738,"could google this but i have a rule against online medical diagnoses so you’re all at least marginally more trustworthy- was anyone else lucky enough to get a 2nd monkeypox shot in pretty rough physical shape afterwards, in ways they weren’t after shot #1? 🥴🥴",en,1,0,1
26,2022-09-01,00:19:57,1565011521222082560,@JackPosobiec Monkey pox. Whaddaya bet?,en,0,0,0
27,2022-09-01,00:19:08,1565011315193692160,78% des députés affiliés #NUPES ne seraient pas favorable à la vaccination anti-Covid et #monkeypox !  À méditer ….,fr,0,0,0
28,2022-09-01,00:19:08,1565011315059560448,@OANN I heard that Donald Trump got monkey pox on his unmentionable regions. Can you confirm or deny this?,en,0,0,0
29,2022-09-01,00:19:00,1565011279361613824,@sumbodysbabygrl Newsom declares CA monkeypox emergency 8/1 Grand total CA cases as of 8/30 = 3624  Hospitalizations = 110 no deaths Over 98% male/trans female CA pop: 41 million Grand total CA cases as of 8/11 = 1945 Not a CA health emergency Monkeypox is an STD  https://t.co/pcPxvmq9JH  https://t.co/bteNjfLlLW,en,0,0,0
30,2022-09-01,00:18:58,1565011271090671617,Someone just passed from monkeypox. They need to close the world up.,en,0,0,0
31,2022-09-01,00:18:49,1565011234394722307,be safe monkey pox is real so idk if I’m coming back here for pride 🫣,en,0,0,0
32,2022-09-01,00:18:44,1565011212995371015,"HERE'S WHAT YOU NEED TO KNOW IN TEXAS TODAY:  &gt; $2B TX Cotton Harvest Loss &gt; 1st TX Monkey Pox Death &gt; ‘In God We Trust’ Tested by Arabic, Rainbow Signs &gt; Austin Citizen Maps Homeless Encampments &gt; Border Patrol Chief Under Oath   https://t.co/JbnfxLvh2v",en,0,0,0
33,2022-09-01,00:18:40,1565011198340435974,@OANN Are they going to stop people from@having sex with monkeys or stop the Covid-19 vaccine mandates? That is the only ways to stop “monkeypox!”,en,0,0,0
34,2022-09-01,00:18:36,1565011179411488773,"Before Twitter Circles, gays have barely uttered the word ‘Consent’. And now ‘Consent’ is the new Monkeypox vaccine flex",en,0,0,1
35,2022-09-01,00:18:33,1565011169542537219,"@heyitsashley @JoeBiden It definitely isn’t over. With the monkey pox still out there and most people still finding it hard to cope with covid, it’s glaring that there’s still a pandemic and the Government still have major role to play in other to aid some of those who are not able to cope.",en,0,0,0
36,2022-09-01,00:18:33,1565011167541891072,White House rolls out new actions to combat monkeypox virus  https://t.co/8ARCukJJ5P  - @politic_talks #politics #politic,en,0,0,0
37,2022-09-01,00:18:30,1565011153008443393,First Monkeypox Death Confirmed  https://t.co/SVEyjenfel,en,0,0,0
38,2022-09-01,00:18:22,1565011122456895488,@GNYHA Newsom declares CA monkeypox emergency 8/1 Grand total CA cases as of 8/30 = 3624  Hospitalizations = 110 no deaths Over 98% male/trans female CA pop: 41 million Grand total CA cases as of 8/11 = 1945 Not a CA health emergency Monkeypox is an STD  https://t.co/pcPxvmq9JH  https://t.co/EEiiibsJ2k,en,0,0,0
39,2022-09-01,00:18:07,1565011057944428549,My bf was cleared for Monkeypox thank you Lord 😮‍💨,en,0,0,0
40,2022-09-01,00:17:54,1565011004332785664,"At-Home Monkeypox Testing. Our simple, in-home diagnostic test can confirm if you currently have Monkeypox. Book Now | Drip Hydration  https://t.co/SQCCBLwbog",en,0,0,0
41,2022-09-01,00:17:53,1565011000700669954,@catturd2 True and if Trump was in WH he’d be somehow blamed for monkeypox,en,0,0,0
42,2022-09-01,00:17:44,1565010963618840577,Did you know you can get the Monkeypox vaccine while you currently have Monkeypox? Crazy!   @CityofVaBeach’s Department of Public Health is hosting several Monkeypox vaccine clinics all year long.  MORE HERE:  https://t.co/DTjDZY7Bgh  https://t.co/ISDlfmQBqU,en,0,0,0
43,2022-09-01,00:17:27,1565010889916313602,@DebraLi60915721 @_mbdr_ Newsom declares CA monkeypox emergency 8/1 Grand total CA cases as of 8/30 = 3624  Hospitalizations = 110 no deaths Over 98% male/trans female CA pop: 41 million Grand total CA cases as of 8/11 = 1945 Not a CA health emergency Monkeypox is an STD  https://t.co/pcPxvmq9JH  https://t.co/rdITBnlSF9,en,0,0,0
44,2022-09-01,00:17:23,1565010874816798720,@RandyKid559 Monkey pox? Lol,en,1,1,1
45,2022-09-01,00:17:12,1565010825924202497,what happened to monkeypox!,en,0,0,0
46,2022-09-01,00:17:04,1565010794680848384,Monkeypox outbreak may get 10 TIMES bigger: Scientists warn 'major' epidemic is 'highly likely'  https://t.co/OVOCZVM12t,en,0,0,0
47,2022-09-01,00:17:04,1565010792943980544,@UNC_SOM @TheRoot @UNCDeptMedicine Newsom declares CA monkeypox emergency 8/1 Grand total CA cases as of 8/30 = 3624  Hospitalizations = 110 no deaths Over 98% male/trans female CA pop: 41 million Grand total CA cases as of 8/11 = 1945 Not a CA health emergency Monkeypox is an STD  https://t.co/pcPxvmq9JH  https://t.co/qYPHrvrpsJ,en,0,0,0
48,2022-09-01,00:16:49,1565010730981654530,@barriere_dr et n'oubliez pas le masque pour le #monkeypox  https://t.co/UgljRISBZK,fr,0,0,0
49,2022-09-01,00:16:44,1565010710731624449,Texas reports first U.S death in person with monkey pox  https://t.co/ptxW4QyppU,en,0,1,1
50,2022-09-01,00:16:39,1565010687402942465,"@RepSwalwell A monkeypox on you.  Stop using troops for cheap partisan gain.  You know POTUS can declassify anything.  You know he had a SCIF.  You know this is predicated on LIES, just like the other witch hunts you seditious liars have thrown at him. You losers are only fooling yourselves.",en,0,0,0
51,2022-09-01,00:16:28,1565010645103349762,US Has First Monkeypox Fatality    https://t.co/vzGVn5QY3q,en,0,0,0
