,date,time,id,tweet,language,replies_count,retweets_count,likes_count
0,2022-08-25,23:37:07,1562826411567882241,UNV TIN BUỔI SÁNG: 25/8/2022  https://t.co/fj0F5Lgs1u #tintuc #tinbuoisang #unv #news #nguoiviet #tinhoaky #andynguyen #Unvtinbuoisang #tintuctiengviet #omicron #monkeypox #HurricaneAndrew,vi,0,0,0
1,2022-08-25,23:37:02,1562826392680935427,Europeans cross borders to get Monkeypox vaccine – Times of India  https://t.co/CvDWQOuUmW,en,0,0,0
2,2022-08-25,23:36:53,1562826356152365056,"As the Virginia Department of Health expanded criteria for the monkeypox vaccine, a large portion of the 295 cases are in Northern Virginia.  https://t.co/v0RyFLOcDb",en,0,0,0
3,2022-08-25,23:36:51,1562826348036780033,"As the Virginia Department of Health expanded criteria for the monkeypox vaccine, a large portion of the 295 cases are in Northern Virginia.  https://t.co/tfjKkFW8vb",en,0,0,0
4,2022-08-25,23:36:51,1562826347927711745,"As the Virginia Department of Health expanded criteria for the monkeypox vaccine, a large portion of the 295 cases are in Northern Virginia.  https://t.co/WLTIT3VaBd",en,0,0,0
5,2022-08-25,23:36:51,1562826347637985281,"As the Virginia Department of Health expanded criteria for the monkeypox vaccine, a large portion of the 295 cases are in Northern Virginia.  https://t.co/zyOtTyJmFk",en,0,0,0
6,2022-08-25,23:36:51,1562826346404794368,"RT @HealthInsider: There have been over 11,000 monkeypox cases in the US, according to the Centers for Disease Control.  Camille Seaton, a 20-year-old mother from Georgia, used social media to document her monkeypox journey — and fight back against misin…  https://t.co/FqdYb9UYDj",en,0,0,0
7,2022-08-25,23:36:50,1562826343892414465,@cookiejp_ Acharam a cura do covid e da monkeypox,pt,0,0,0
8,2022-08-25,23:36:50,1562826341636259843,"👉 Parmi les partenaire de CoReVac, se trouve EVI (European Vaccine Initiative) :   https://t.co/0CIZhILpFH  👉Et qui sont les partenaires de EVI ?  - Astrazenaca - Bavaria Nordic  (qui produit l'IMVANEX et le JYNNEOS , vaccins contre le Monkeypox) - GlaxoSmithKline (GSK)..",fr,1,0,0
9,2022-08-25,23:36:47,1562826328885596160,"..poxvirus ??  Tiens donc 🤔 Aurait-elle travaillé sur le vaccin contre le Monkeypox, qui est dû à un orthopoxvirus ?  ‼️ CoReVac ?  CoReVac est un consortium national de recherche sur les vaccins qui vise à faciliter, coordonner et stimuler la recherche sur les vaccins au..",fr,1,0,0
10,2022-08-25,23:36:44,1562826317279936513,"WHO: Monkeypox cases drop 21%, reversing month-long increase  https://t.co/iOlV6q4ndj",en,0,0,0
11,2022-08-25,23:36:41,1562826304143368192,@truckdriverpleb have you had your monkey pox booster yet?,en,0,0,0
12,2022-08-25,23:36:29,1562826253379387395,The University of Delaware has announced its first case of monkeypox involving an employee. #BecauseLocalMatters   https://t.co/vL7jdeRwYS,en,0,0,0
13,2022-08-25,23:36:16,1562826199155773447,👈🏻👇🏻 estou pipocando de espinha ou é monkeypox?,pt,0,0,1
14,2022-08-25,23:36:11,1562826176736870401,"First case of monkeypox virus, SARS-CoV-2 and HIV co-infection  https://t.co/tMr1ITg7Jt",en,0,0,0
15,2022-08-25,23:36:09,1562826169203822595,I’m scared of mf monkey pox,en,0,0,0
16,2022-08-25,23:36:06,1562826155975376896,"@Ericaceae1803 @elgatonaranja3 @LauraMiers then i'd recommend you stop the pedantry because vast swathes of americans think you only get monkeypox if a dude fucks you in the ass. so that's a pretty major public health problem. it can spread through skin contact, it can spread through the air. get with the program.",en,0,0,0
17,2022-08-25,23:36:00,1562826131505807365,This nigga said “monkey pox got niggas turning into apes”…. Nigga what 😂😂😂,en,0,0,0
18,2022-08-25,23:35:57,1562826121099776000,WHO says monkeypox cases declining globally    https://t.co/dEludpfFs0,en,0,0,2
19,2022-08-25,23:35:48,1562826080171757570,"«According to the article, the case “emphasizes that sexual intercourse could be the predominant way of transmission” for the #monkeypox virus.»",en,0,0,0
20,2022-08-25,23:35:47,1562826075851587590,I feel like the biggest slut in the world after the questionnaire but I got part one of the Monkeypox vaccine 💉,en,0,0,0
21,2022-08-25,23:35:45,1562826068230230023,@kshshhh me iz poor plus monkey pox 😭😅,en,1,0,0
22,2022-08-25,23:35:39,1562826044159037440,@MonicaGandhi9 Has it been ruled out scientifically (not politically) that this monkeypox outbreak might be a result of weakened immune system as a result of mrna jabs?,en,0,0,0
23,2022-08-25,23:35:31,1562826012328529920,Reviews | 5 ways to improve our national response to monkeypox  https://t.co/tylkWNgjlo,en,0,0,0
24,2022-08-25,23:35:17,1562825950991351815,The Monkeypox outbreak appears to be engineered. Does that surprise anyone?  https://t.co/a4b0FF7n79,en,0,0,0
25,2022-08-25,23:35:14,1562825938148069376,"Was just able to get #MonkeyPox diagnosis to a female patient previously unable to secure testing for a long time. Lesion was closing and negative, but saliva was still positive! Need to get saliva to masses ASAP, college campuses will need it badly $TOMDF.",en,0,0,3
