,date,time,id,tweet,language,replies_count,retweets_count,likes_count
0,2022-09-01,23:46:08,1565365399465725958,Monkeypox cases reported to state from region including Bartholomew County  https://t.co/ptenLZfoRo,en,0,0,0
1,2022-09-01,23:46:06,1565365390158360576,@nocontextfooty #Monkeypox,qme,0,0,0
2,2022-09-01,23:45:44,1565365297007173634,say y’all got da monkey pox shii on campus at skegee 😭😭,en,0,0,0
3,2022-09-01,23:45:32,1565365245316587520,#monkeypox virus🦠 can spread any time after symptoms start until the rash is fully healed and a fresh layer of skin has formed. The illness typically lasts 2-4 weeks. For more information:  https://t.co/Y1ma77NZMN  Follow us: Instagram: @dchhs_healthy_lives  https://t.co/HTxFMPb7dS,en,1,1,2
4,2022-09-01,23:45:02,1565365120146067462,"▶️ @NHDHHSPIO has made the Jynneos #MonkeyPox vaccine available at sites around #NH. DHMC is a vaccination site and will begin administering vaccines on Friday 9/2. For more information on the vaccine, how to get one, and the monkeypox virus, click here.  https://t.co/XGDQySJm7N",en,0,0,0
5,2022-09-01,23:45:01,1565365115389906944,@imchristan Low key anti masker 🙄 May monkeypox na rin po na napapasa sa ubo sipon laway  May TB rin sa Pinas Baka nakakalimutang di pa natin nasusugpo  May mga bakunang na-expire Ibig sabihin may mga di tuloy nabakunahan,tl,0,0,0
6,2022-09-01,23:44:59,1565365108880048128,"Hey, New Orleans! We’re administering Monkeypox vaccines in the East from 4-7 p.m. today at Traffik Kitchen &amp; Cocktails. Let’s all work together to protect our community. #TeamNOEH #NOEHcares #HealthcarethatEmpowers  https://t.co/yZeBcLfC9F",en,0,0,0
7,2022-09-01,23:44:45,1565365049157472257,58 άνδρες τα κρούσματα από ιό της ευλογιάς των πιθήκων (monkeypox) στην Ελλάδα - Πελοποννησιακό Πρακτορείο Ειδήσεων  https://t.co/DSUaOpvSLm,el,0,0,0
8,2022-09-01,23:44:18,1565364937123368963,🚨Has the spread of #monkeypox changed the way you live and socialize in North Texas? I want to hear about it! 📩DM me or email me at marin.wolf@dallasnews.com  @dallasnews,en,0,1,0
9,2022-09-01,23:44:03,1565364871998459904,Is monkey pox still a concern ?,en,0,0,0
10,2022-09-01,23:43:52,1565364825403936769,@ShayWoulahan @VAGlNApolice @Beardandcamera They tryna normalize coochie monkey pox?  https://t.co/QwvWNNf03E,en,0,0,0
11,2022-09-01,23:43:37,1565364764771061762,Anime watchers don’t need to fear MonkeyPox 😇 @Anime  https://t.co/vTlL28iMe9,en,0,0,0
12,2022-09-01,23:42:58,1565364601558126592,@drkristenkc Monkeypox.,en,0,0,0
13,2022-09-01,23:42:33,1565364497610686464,@LeagueTruth @MonpotLeDevin @wokbonds @TheCrayzoneNews Maybe it's in this bill?  [This is not the Monkeypox analysis I was referring to.]  https://t.co/eLOP89OKzt,en,0,0,0
14,2022-09-01,23:42:17,1565364430036254720,Idk which one worse this or monkey pox,en,0,0,0
15,2022-09-01,23:41:34,1565364248959672322,"BECAUSE THERE IS NOTHING BETTER THAN U @angela_rye getting worse than monkey pox  To rip up words @CIA, to pretend I don't mean them Angela... To try to make me/others touch people via insult @MichaelHarriot &amp; via political negligence @MayaWiley  I have called enough times @CIA  https://t.co/t2mZBeZ78K",en,0,0,0
16,2022-09-01,23:41:16,1565364173747388418,Y’a énormément de créneau disponible pour le vaccin contre le #monkeypox au centre de vaccination de Paris 13 ! Foncez ! ✌️,fr,0,0,0
17,2022-09-01,23:40:54,1565364082437652480,apa maksud anjir tbtb wow monkeypox 😭,in,0,0,0
18,2022-09-01,23:40:45,1565364041094250497,@Inanimateemoti1 Take a sample for monkey Pox pcr 🧐,en,0,0,0
19,2022-09-01,23:40:44,1565364037583527942,@returnofthejas Monkey pox,en,0,0,0
20,2022-09-01,23:40:11,1565363901923004422,Monkeypox vaccine appointments for first doses are still available later this week. Sign up here:  https://t.co/1zizjSScKJ or call 877-VAX-4NYC.   Learn more about monkeypox and see if you're eligible for vaccination:  https://t.co/ivMtpsB3Wn  https://t.co/yejwDcQZoO,en,0,0,0
21,2022-09-01,23:39:56,1565363838379520000,@itsbtszone monkeypox,en,0,0,0
22,2022-09-01,23:39:14,1565363660830261248,The monkeypox vase 🏺  https://t.co/QfXjJAq3Qs,en,0,0,0
23,2022-09-01,23:38:41,1565363521319501827,#Monkeypox cases growing in #Florida despite #CDC optimism nationwide  https://t.co/znsaKK4U65,en,0,0,0
24,2022-09-01,23:38:11,1565363396337434624,the WHO declared monkey pox a public health emergency of international concern on july 23rd and t*lane didn’t say anything regarding mp protocol till the 2nd week of school! evil!,en,0,0,2
25,2022-09-01,23:38:08,1565363384647917570,"While the #Monkeypox Virus is less transmissible than COVID-19, there are still workplace safety and health considerations employers must address.   Join @OSHA_Guy and @karamaciel on Sept. 6 to learn What Employers Need to Know About the Monkeypox Virus.  https://t.co/QV8nioVC7V  https://t.co/WP7QVM6D8f",en,0,0,0
26,2022-09-01,23:38:02,1565363359855235072,@HebrewCon I’m monkey pox free just haven’t been able to find a presentable photo for public consumption 😊,en,1,0,1
27,2022-09-01,23:38:02,1565363358051844097,"Experts optimistic as monkeypox infections slow in Europe, US  https://t.co/7H17mpSi69",en,0,0,0
28,2022-09-01,23:38:00,1565363349679788033,"Monkeypox messaging debated as outbreak enters new phase   ""There's a concern that people getting vaccines may not be the ones most at-risk,"" @AnnaKPerson, a physician at the Vanderbilt Comprehensive Care Clinic, which serves HIV patients, told @Axios.  https://t.co/pXao77YsVK",en,0,0,0
29,2022-09-01,23:37:58,1565363342247706625,•absurdly suggested that kids should DOUBLE MASK  •told AISD SchBd that monkeypox is an equal threat to all populations and people should use covid mitigation strategies to reduce risk of monkeypox...   https://t.co/v0J5BANEm1  https://t.co/eRGFSYHwNr,en,1,0,0
30,2022-09-01,23:37:45,1565363286425718791,"@Valouva27418120 @abbyobenchain @Alitis__ @drkristenkc Still hard to figure out whether having a gay household member increases a straight person’s risk of getting Monkeypox, compared to having no gay household members.  https://t.co/hPn9TeQlPh",en,0,0,0
31,2022-09-01,23:37:44,1565363282709561345,"@BauerJournalism Is the State of Illinois preparing for how people infected with #monkeypox are going to quarantine/isolate while they are infectious at a level that can spread the virus to others? Specifically, how are people supposed to take time off work and pay to keep themselves housed?",en,0,0,0
32,2022-09-01,23:37:38,1565363259955462144,@CNN I received a monkeypox vaccination yesterday. I almost fell out… but now i am protected,en,0,0,0
33,2022-09-01,23:37:36,1565363251889700865,@CDCgov MAKE MONKEYPOX VACCINES AVAILABLE NOW!! THIS IS A GLOBAL EMERGENCY.,en,0,0,0
34,2022-09-01,23:37:36,1565363249192878080,"@Nikku_ZS DONT FOLLOW THIS DUDE HE HAS MONKEYPOX, GONNORHEA, HIV, COVID, KOALA DISEASE AND MORE STDS (WTF!!!)",en,0,0,0
35,2022-09-01,23:37:33,1565363239118159872,@NBADONDADA @crackcobain__ she gon wake up with monkeypox,en,0,0,1
36,2022-09-01,23:37:29,1565363218851168258,"Mta morte por dengue, mtos casos d covid, monkeypox. Vacina p Covid-19 perigando perder por baixa adesão. Chinelada na cara d professor, pais e padastros estupradores, alta d feminicídios, violência policial, obstétrik, malucos/as q atropelam, incendeiam, atiram... Mas tm cartão!",pt,0,0,0
37,2022-09-01,23:37:08,1565363134314885121,@BStardAlan @pesto_stan @spindokai Monkey pox agent,en,0,0,0
38,2022-09-01,23:36:36,1565362996259753988,Yukon government’s monkeypox response stigmatizes queer community: NDP  https://t.co/2EDIoeZHgI,en,1,0,0
39,2022-09-01,23:36:16,1565362913581453323,"La @redgaylatino que reunió a lidérese gays de 21 países en la Conferencia Regional sobre Salud, Derechos y Cuidado para Hombres Gay y Bisexuales da el siguiente posicionamiento sobre la viruela símica:   #monkeypox #ViruelaSímica  https://t.co/iWPo6FaURS",es,0,1,0
40,2022-09-01,23:36:16,1565362912650498050,@LizHighleyman @DrEricDing @yaneerbaryam I was just reading that my kid's school has a monkeypox prevention plan in place. So much misplaced anxiety.,en,0,0,0
41,2022-09-01,23:36:15,1565362910595006466,Im so mad we goin thru another version of dam covid w monkeypox existing too and somehow the gov n stuff seem to b acting laxed abt it all,en,1,0,0
42,2022-09-01,23:36:15,1565362908753985536,"Going after the Kids. Vile.  ""Which Kids Are Most at Risk From Monkeypox?""   https://t.co/JCqPBc7V58",en,0,0,2
43,2022-09-01,23:36:11,1565362892387532802,"@MonpotLeDevin @LeagueTruth @wokbonds @TheCrayzoneNews Experts can disagree, but I think the monkeypox stuff is important.  I doubt I'm saying very much that's original about the text generation. I have views though.",en,1,0,1
44,2022-09-01,23:35:47,1565362792223440897,Limited funding hampers charities’ early response to monkeypox  https://t.co/fK8sE6aIZR,en,0,0,0
45,2022-09-01,23:35:12,1565362645955379201,@Light_88_ lol it’s most likely based on monkey pox lol,en,0,0,0
46,2022-09-01,23:35:01,1565362600145199106,"#ICYMI | In a recent @CNN story, senior epidemiologist @donal_bisanzio offered his thoughts on monkeypox trends in the U.S. and discussed his work to model the disease's spread:  https://t.co/LX8YTgH1xq",en,0,0,0
47,2022-09-01,23:35:00,1565362594742935556,Are you attending an event this holiday weekend? Here are 5 things you need to know about #monkeypox and how to prevent it.  https://t.co/ppvFSRP8BT  https://t.co/MnrDyecYjW,en,6,10,14
48,2022-09-01,23:35:00,1565362594554298369,Virada cultural em bh com 278 casos de monkeypox confirmados 😓 se cuidem amigos…,pt,0,0,1
49,2022-09-01,23:34:34,1565362485724450816,Monkey Pox is gonna get us all!!,en,0,0,2
50,2022-09-01,23:34:25,1565362448537997312,"@MonpotLeDevin @LeagueTruth @wokbonds @TheCrayzoneNews It is fun, but if I were you I would trust what I say about monkeypox transmission rather more than what I say about artificial stupidity text generation.  Or rather the former is actual (imnsho) an expert analysis, and the latter is just my inane observations and commentary.",en,2,0,1
51,2022-09-01,23:34:09,1565362381600878593,@marsyajje lucu lucu gini kira kira bakal jatuh ke lubang yang sama gak ya wow monkeypox,in,0,1,0
52,2022-09-01,23:34:04,1565362358813278208,@adriwhiteland Ambos. Estamos conectados Gracias a la vacuna del coronavirus y ahora del Monkeypox,es,0,0,0
53,2022-09-01,23:34:02,1565362354015334400,Intradermal Vaccination for Monkeypox - Benefits for Individual and Public Health  https://t.co/xG49hg5dTl,en,0,0,0
54,2022-09-01,23:33:31,1565362221189738496,the cake looks like it's infected with monkey pox,en,0,0,0
55,2022-09-01,23:33:08,1565362127023419392,@perlmutations I thought you died from Monkeypox.  You’re still here?,en,0,0,0
56,2022-09-01,23:33:07,1565362121621192704,"COVID, monkeypox, polio: Summer of viruses reflects travel, warming trends - The Washington Post  https://t.co/E0fc1VShnI",en,0,0,1
57,2022-09-01,23:33:00,1565362094035402756,ORANGE 🍊 🟧 📙 ✴️ 🟠 🔸️ 🍊 COUNTY BRIDGES 🌉 OZ LIFTING PRODUCTS  HIGHLIGHT PURPLE MARKER SCORECARDS THEME PARKS D4 THE DISEASE HE'S BEEN GOING THROUGH THE BOROUGHS NYC MONKEYPOX CASES CONFIRMED 💜 😄 😀 🙏  ALASKAN OIL SPILL 🛢 SHOT HEARD AROUND THE WORLD 🌎 😎 😏 1 2 3 😁  https://t.co/5RUAfFP9jb,en,1,0,0
58,2022-09-01,23:32:53,1565362064801075207,"@Sonal__94 @LiveWellLeics Hi there, we do have an option to book an appointment online, but this system is temporarily suspended due to national guidance surrounding Monkeypox. Hope you understand.",en,0,0,0
59,2022-09-01,23:32:51,1565362056395644937,"@dailyblastlive @SamSchacher @toryshulman @EricaCobb @aljackson @jeffschroeder23 (2) claims to be entertainment news when they don’t want to fear monger Covid anymore, monkeypox, they can’t get the right demographic to shoot all these people in Chicago, &amp; TDS is dying down since Marlago was a complete fail. Six years &amp; about seven different tries. Yawn.",en,0,0,0
60,2022-09-01,23:32:46,1565362032211361792,@cvrdnoil Show us the Monkeypox results though 👀,en,1,0,2
61,2022-09-01,23:32:34,1565361984790560768,.@CDC reported that #Monkeypox genetic material was detected on 70% of 30 specimens and called for additional research to better assess surface contamination and whether there's potential for indirect transmission. Learn more on @BeckersHR:  https://t.co/siuS5X5JfF  https://t.co/LdyTbqHBLR,en,0,0,0
62,2022-09-01,23:32:33,1565361980092960770,US will set aside monkeypox vaccines in new equity program  #drugshortage  https://t.co/amBMJtLHAR,en,0,0,0
63,2022-09-01,23:32:17,1565361913722245126,"""Health experts explain the difference between monkeypox and COVID-19""    https://t.co/ua6gndE8ne",en,0,0,1
64,2022-09-01,23:32:11,1565361884811100160,"@BetoORourke Yours is monkeypox, evidently 😬",en,0,0,0
65,2022-09-01,23:31:48,1565361791630282755,"@dgurdasani1 @tigresseleanor It's a total mess here. We have the best experts like yourself and others being ignored and trolled when they speak the truth. It's disgusting and people are still dying. Winter will be the worst yet here, if covid don't get you then it's freeze to death or get monkeypox etc.",en,0,0,0
66,2022-09-01,23:31:29,1565361712307392513,"Researchers @UCLALuskin are helping shape local &amp; state #health policy decisions in wake of the monkeypox virus outbreak. @ian_holloway, director of @UCLAHHIPP at #UCLALuskin @UCLALuskinSW  @UCLA, is one of the researchers leading the effort. Read more...  https://t.co/T8lTG5q4Ep",en,0,0,0
