,date,time,id,tweet,language,replies_count,retweets_count,likes_count
0,2022-08-26,23:47:54,1563191515140071424,'Monkeypox Outbreak Shows Signs of Cooling in U.S. and Globally' -WSJ Report,en,0,0,0
1,2022-08-26,23:47:52,1563191505166094336,@delawareonline I know a lady named Vicki that got monkey pox of the brain. Scary,en,0,0,0
2,2022-08-26,23:47:49,1563191493141024768,.#woke What a shit show.  Don't call it #monkeypox.  Let's try calling it #ickypox or #PuffySores. Problem solved. #LetsGoBrandon  https://t.co/q9DukxKHaO,en,0,0,0
3,2022-08-26,23:47:27,1563191403647467524,"Just what we need. The contagiousness of COVID, the immune evasion of HIV, and the super-gross boils of monkeypox, exchanging genes inside one incautious dude.",en,0,0,0
4,2022-08-26,23:47:13,1563191342942932999,The beginning of monkey pox,en,0,0,0
5,2022-08-26,23:46:49,1563191243160530944,@lady_bugg11 Apakah yang bakal terjadi?  🔲tiba2 kena gastrik 🔲loyar digigit anjing 🔲nyorok dalam IJN 🔲Covid/monkey pox/HFMD,in,0,0,0
6,2022-08-26,23:46:42,1563191212257214464,Confirmado. Es oficial. Monkeypox. Empezo asi como un simple grano.  https://t.co/FkHcEQdcDr,es,0,0,0
7,2022-08-26,23:46:41,1563191207450124288,Managed to get #XMen into a story:  MPX? Mpox? The struggle to rename ‘monkeypox’  https://t.co/RpDVWvxPmP,en,0,2,1
8,2022-08-26,23:46:15,1563191101166497793,NOT TO MENTION POLIO IS BACK AND WE HAVE MONKEY POX,en,0,0,0
9,2022-08-26,23:46:12,1563191088369700865,They make a cute couple!! Hope they don't get Monkeypox!!!,en,0,0,0
10,2022-08-26,23:46:04,1563191053087174657,Oh she started the monkey pox huh ?,en,0,0,0
11,2022-08-26,23:45:55,1563191016500625409,"+72 New Confirmed #Monkeypox cases Brazil 🇧🇷 (4,223 cases)  👉Visit  https://t.co/0aLM5YCjPF for more  #monkeypox #MonkeypoxVirus #monkeypocalypse #MPXV #MPX #Monkeypoxalypse #varioladosmacacos  https://t.co/xk0KknvPHS",en,0,1,4
12,2022-08-26,23:45:51,1563190997773070336,Três Lagoas notifica 03 novos casos suspeitos de Varíola Monkeypox - Perfil News - Notícias de Três Lagoas e região  https://t.co/mKcLkiSrli,pt,0,0,0
13,2022-08-26,23:45:47,1563190983700779009,"Big big thanks to @ASlavitt for helping us breakdown basic questions about monkeypox, why public-health guidance around it has gone sideways, and the epidemic of leaders who act like pundits in so many institutional realms. Listen, subscribe, share, etc.  https://t.co/ZHMaziGJLa",en,0,0,1
14,2022-08-26,23:45:47,1563190982350213120,LGBTQ Revolutionary Gender Studies with a minor in Reared Ended by Monkey Pox,en,0,0,0
15,2022-08-26,23:45:36,1563190937135693830,@robertliefeld I'm sure if he had monkeypox and wanted to express his vaccination freedoms playing in the US open the same unvax crusaders would say hellz to the no and stay off us soil,en,0,0,0
16,2022-08-26,23:45:35,1563190932043812864,"@OhNoSheTwitnt Tell doofus, I had a monkey pox patient 2 hours ago, so would you like to test my cough reflex?",en,0,0,0
17,2022-08-26,23:45:27,1563190898011537410,"@Monkeypoxtally Monkeypox is over, nice.",en,0,0,0
18,2022-08-26,23:45:15,1563190848145149957,- the people aren’t concerned enough about monkeypox for me.,en,0,0,0
19,2022-08-26,23:45:12,1563190834623041542,"The pace of new monkeypox cases may be slowing in hot spots including New York City, health officials said, offering hope that an outbreak that has sickened more than 46,000 people globally is cooling  https://t.co/1eIMzqvfGB",en,2,2,6
20,2022-08-26,23:45:06,1563190809163231233,U getting monkey pox ASAP if you hit this,en,0,0,0
21,2022-08-26,23:45:05,1563190806860931075,@mellziland E do antiviral Tecovirimat pra Monkeypox também  https://t.co/PgqubYDhmU,pt,0,0,0
22,2022-08-26,23:45:05,1563190806131122177,@CDCgov What the heck is monkeypox??????????,en,0,0,0
23,2022-08-26,23:45:01,1563190789366173704,"@WHO @mvankerkhove Why not warn the world of less common routes of monkeypox transmission such as droplet through coughing, sneezing etc?",en,0,0,0
24,2022-08-26,23:44:57,1563190773364887553,Monkey pox,en,0,0,0
25,2022-08-26,23:44:47,1563190729312448513,Going to an appt and forgot we left the real world and entered the Communist Republic of Austin.  Might catch monkey pox when the insurance company gives it to me up the ass I guess.  #austinsucks,en,1,0,0
26,2022-08-26,23:44:33,1563190673846992896,Monkeypox cases drop globally by significant amount  https://t.co/3fenAkVfGq,en,0,0,0
27,2022-08-26,23:44:12,1563190585217142787,The Neurologic Manifestations of Monkeypox: What Experts Know So Far - Neurology Advisor via BrainSights for iOS  https://t.co/LFxKpu9A1U,en,0,0,0
28,2022-08-26,23:44:08,1563190567667871744,"@devtrospective Hard disagree: it's immoral for monkeypox, because it's less easy to get it, but covid literally spreads through the breath. Even if you don't want to lockdown, there still needs to be some kind of containment measure.",en,0,0,0
29,2022-08-26,23:44:00,1563190531584577536,"""Health experts explain the difference between monkeypox and COVID-19""    https://t.co/oN72Rf64xt",en,0,0,0
30,2022-08-26,23:43:49,1563190487393390597,"Trudeau's bought and paid for ""conservative"" media is now openly promoting sodomy. Maybe they need to sell more monkeypox vaccines?",en,0,0,0
31,2022-08-26,23:43:34,1563190423354372096,"@formerdadbod @yourVeganStory Oh and let's not forget the amount of antibiotics, meds, and preservatives pumped into meat. Keep in mind how coronavirus and monkey pox happens. How mad cow disease and swine flu happens. Where cholesterol and saturated fats come from. Educate yourself on nutrition and disease.",en,0,0,0
32,2022-08-26,23:43:29,1563190404068978689,"Ao contrário da COVID-19, a existência da monkeypox não é uma novidade que surgiu nos últimos anos, a ciência já reconhece a existência dessa doença há mais de 60 anos. Com @lentevermelha e @daniloboros.   https://t.co/XeZiKonFhV",pt,0,3,21
33,2022-08-26,23:43:27,1563190394707673090,@raphousetv2 See this y we got monkey pox,en,0,0,0
34,2022-08-26,23:43:16,1563190348008275971,"@lazyrichie @SahotaSan @Jackchance1 @mattletiss7 He has literally put his life on the line to speak truth , in fact I’m surprised he’s still here because many who have spoken out are now dead , dya know what you just crack on with your vaccines , there’s no hope , have you had your monkey pox ones yet 😩😩",en,1,0,0
35,2022-08-26,23:43:13,1563190336276791299,"@hellozeik 😭 I developed eczema just in time for monkey pox, and really uncool.",en,0,0,0
36,2022-08-26,23:43:11,1563190327959162883,2nd monkeypox dose today we LIVE,en,0,0,0
37,2022-08-26,23:42:56,1563190264965263360,nah andami rin kasing nakakapagpabagabag ngayon na health condition na makikita physically like monkeypox and dengue (from the mosquito bite) that's why im being soooo paranoid,tl,0,0,0
38,2022-08-26,23:42:50,1563190240700903424,"@thenamaslayer Yes, with monkeypox as the pretense.  They couldn’t have asked for better timing.  Mark my words, monkeypox will be the pretense used to do so.",en,0,0,0
39,2022-08-26,23:42:29,1563190151903584258,"Wow.   Man tests positive for COVID, monkeypox and HIV all at the same time - National |  https://t.co/OuhWStxTR6  https://t.co/t00IdweTC9",en,0,0,0
40,2022-08-26,23:42:28,1563190146756853762,"UPD CSWCD SC commends the resolution, moves to add a clause describing recent entry of Monkeypox in the Philippines and state negligence towards it. #GASC53",en,1,0,0
41,2022-08-26,23:42:23,1563190128473886723,@drscottjensen Can’t wait to see your recommendations as monkeypox and polio expand in Minnesota…should we take ivermectin for those also?,en,0,0,0
42,2022-08-26,23:42:16,1563190096698179584,@Antman0704 All you hypocrites saying this girl is too young and the parents need to be investigated are pathetic.  Where are your cries to investigate the parents of kids that have monkeypox?,en,0,0,0
43,2022-08-26,23:42:12,1563190080029634560,Anvisa anunciou liberação do imunizante já utilizado nos EUA e União Europeia na prevenção do surto da monkeypox; saiba quem poderá se vacinar!  #monkeypox #varioladosmacacos #vacina #imvanex   https://t.co/Ubs4KaMRmY,pt,0,0,0
44,2022-08-26,23:41:46,1563189972827455489,@CovidEcoles well. it will help for monkeypox,en,1,0,1
45,2022-08-26,23:41:41,1563189951738814464,@thewwwdot @OhNoSheTwitnt Let's not go to monkeypox. Goddamn.,en,0,0,1
46,2022-08-26,23:41:36,1563189930675040257,ONGOING OUTBREAK OF MONKEYPOX  https://t.co/il36IIHK3j,en,0,0,0
47,2022-08-26,23:41:35,1563189924228001792,@_EarnieBanks Selling the illusion of normal when he knows damn well of the risks. Can’t present weakness going into those midterms. Over 500 people dying a day in an airborne pandemic w/ Monkeypox cases rising daily. No big deal. The pandemic response of both @potus AND the @cdcgov is a joke.,en,0,0,0
48,2022-08-26,23:41:01,1563189783484018688,monkeypox aside he got the cuban on!!,en,0,5,13
49,2022-08-26,23:40:58,1563189770074742786,Apresentei dois requerimentos:  1️⃣ Que seja oficiado ao Secretário Municipal de Saúde de Goiânia esclarecimentos sobre as ações de controle e combate ao vírus Monkeypox (Varíola do Macaco). O objetivo é informar a população para evitar informações equivocadas...  https://t.co/zQ1pJuyG5l,pt,1,1,0
50,2022-08-26,23:40:33,1563189665040986117,"America's monkeypox world covid is hurting our country, families, backsliding economies, and more. I hope our country and family can get rid of it sooner and end sooner.",en,0,0,1
51,2022-08-26,23:40:28,1563189643054817281,Let's go with monkey pox  https://t.co/8UqdCxlOwt,en,0,0,0
52,2022-08-26,23:40:11,1563189572044869632,The Neurologic Manifestations of Monkeypox: What Experts Know So Far - Neurology Advisor via BrainSights for iOS  https://t.co/LFxKpuqD3U,en,0,0,0
53,2022-08-26,23:40:08,1563189560242483200,"A student at Northern Illinois University in DeKalb has tested positive for monkeypox, university officials announced Thursday.   https://t.co/nkCVyyy1Va",en,2,1,3
54,2022-08-26,23:40:00,1563189525639225344,Monkeypox: Anvisa aprova uso de vacina e medicamento  https://t.co/Rnvrg7mjPB,pt,0,0,5
55,2022-08-26,23:39:57,1563189512527679488,@jfinch Please do let us know about your monkeypox injections and every other concoction they decide you need.  Would love to follow their experiment in you for posterity.,en,0,0,0
56,2022-08-26,23:39:51,1563189490440896513,@OhNoSheTwitnt Can we stop ? Everyone had covid . Let's go to monkeypox,en,2,0,0
57,2022-08-26,23:39:51,1563189487613538310,سجلت البيرو اليوم: 43 حالة جديدة. 108 حالة مشتبه بها. إجمالي الوفيات: وفاة واحدة. إجمالي الحالات المؤكدة 1300 حالة. 🇵🇪 #جدري_القردة #جدري_القرود #Monkeypox,ar,0,0,0
58,2022-08-26,23:39:50,1563189483251519489,"Harry Styles in Slane - we’ve had Covid, Monkeypox , drought, war and prices hikes but this is just too much ☹️☹️☹️☹️",en,0,0,2
59,2022-08-26,23:39:32,1563189408760598532,"Anvisa libera vacina e medicamento para #monkeypox (varíola dos macacos). A decisão é temporária, porém, se mostra assertiva para contenção de casos e redução do período de sintomas de pacientes.  https://t.co/NzwVGFUAdC",pt,0,0,0
60,2022-08-26,23:39:07,1563189305799213057,That Monkey Pox OG 🥴,en,0,1,0
61,2022-08-26,23:39:04,1563189293211738119,"India sees cases of Tomato Flu. Its name come from the ""eruption of red &amp; painful blisters throughout the body that gradually enlarge to size of tomato,"" article in Lancet. The blisters resemble those seen on young monkeypox patients.  #Tomato #monkeypox   https://t.co/N6bmz51kX3  https://t.co/AYSDLC4THg",en,0,2,0
62,2022-08-26,23:39:04,1563189291685408768,@Yolo304741 Perhaps they ward off monkey pox.,en,0,0,0
63,2022-08-26,23:39:00,1563189275726090243,University of Delaware reported that a faculty member tested positive for monkeypox Wednesday. Here's what public health officials advise.  https://t.co/3DLsgX0sSx,en,1,2,2
64,2022-08-26,23:38:47,1563189220662906881,"36-year-old man tests positive for COVID-19, monkeypox and HIV at the same time  https://t.co/aPz7vCKtc3",en,0,0,0
65,2022-08-26,23:38:37,1563189180519157762,@GradZagrebHr @ttomasevichr @gnkdinamo Napravi im stadion monkeypox major,und,0,0,0
66,2022-08-26,23:38:10,1563189064878006272,GREAT NEWS! Eligibility requirements for the monkeypox (MPV) vaccine have expanded for ALL sexually active Gay and Bi men and transgender persons who have sex with men. There are plenty of seats available using the links down below 👇 so SWING ON BY!  🧵1/2  https://t.co/YOWrihJyFO,en,1,4,6
67,2022-08-26,23:38:04,1563189039838048256,@SavageNeverDies How the Monkey Pox started. . .  https://t.co/NsPRFWxvxn,en,0,0,0
68,2022-08-26,23:38:02,1563189031889842176,Monkeypox (MPX) Cases and Vaccinations by Race/Ethnicity This @kff_online study clearly shows racial disparities in access to #MPX  #vaccines and treatment.  https://t.co/QPCBqvfyy5  https://t.co/5egLIILfAZ,en,1,6,10
69,2022-08-26,23:38:01,1563189026576027650,"The Richmond City Council candidate and Antifa member who contracted monkeypox, confirmed that he and his wife contracted monkeypox from sex with another male partner.    He stated he and his wife are ""polyamorous.""   https://t.co/bXsSZOAamd",en,1,0,0
70,2022-08-26,23:37:59,1563189018330025986,I’m getting bitten the fuck up by noseeums i swear i don’t have monkeypox i just work outside,en,0,0,0
71,2022-08-26,23:37:55,1563189002622373888,"@TheInsiderPaper Tava junto com um brasileiro que também deu positivo para monkeypox, Covid e HIV.",pt,0,0,0
72,2022-08-26,23:37:49,1563188978710245376,📢 Out now! Latest MPR Pod. This week:  💊 Statin rec's for CVD prevention;  👁️ At-home visual acuity test;  🔸 New MDD treatment;  🔹 Novavax vaccine approved for adolescents; And 💊 Alert regarding potential monkeypox transmission from FMT.    https://t.co/XM5sJYARe3,en,0,0,0
73,2022-08-26,23:37:45,1563188961652064257,@HmGinYYC Bearspaw. Monkey pox vaccine free zone. Go play with dolls. Shop for a new skirt. Whatever it is you guys do.,en,1,0,0
